order_id|product_id|date_id|customer_id|category_id|supplier_id|freight|unit_price|quantity|discount|amount
10389|62|19961220|BOTTM|3|29|47.42|39.4|20|0.0|788.0
10389|70|19961220|BOTTM|1|7|47.42|12.0|30|0.0|360.0
10390|31|19961223|ERNSH|4|14|126.38|10.0|60|0.1|600.0
10390|35|19961223|ERNSH|1|16|126.38|14.4|40|0.1|576.0
10390|46|19961223|ERNSH|8|21|126.38|9.6|45|0.0|432.0
10390|72|19961223|ERNSH|4|14|126.38|27.8|24|0.1|667.2
10391|13|19961223|DRACD|8|6|5.45|4.8|18|0.0|86.39999999999999
10392|69|19961224|PICCO|4|15|122.46|28.8|50|0.0|1440.0
10393|2|19961225|SAVEA|1|1|126.56|15.2|25|0.25|380.0
10393|14|19961225|SAVEA|7|6|126.56|18.6|42|0.25|781.2
10393|25|19961225|SAVEA|3|11|126.56|11.2|7|0.25|78.39999999999999
10393|26|19961225|SAVEA|3|11|126.56|24.9|70|0.25|1743.0
10393|31|19961225|SAVEA|4|14|126.56|10.0|32|0.0|320.0
10394|13|19961225|HUNGC|8|6|30.34|4.8|10|0.0|48.0
10394|62|19961225|HUNGC|3|29|30.34|39.4|10|0.0|394.0
10395|46|19961226|HILAA|8|21|184.41|9.6|28|0.1|268.8
10395|53|19961226|HILAA|6|24|184.41|26.2|70|0.1|1834.0
10395|69|19961226|HILAA|4|15|184.41|28.8|8|0.0|230.4
10396|23|19961227|FRANK|5|9|135.35|7.2|40|0.0|288.0
10396|71|19961227|FRANK|4|15|135.35|17.2|60|0.0|1032.0
10396|72|19961227|FRANK|4|14|135.35|27.8|21|0.0|583.8000000000001
10397|21|19961227|PRINI|3|8|60.26|8.0|10|0.15|80.0
10397|51|19961227|PRINI|7|24|60.26|42.4|18|0.15|763.1999999999999
10398|35|19961230|SAVEA|1|16|89.16|14.4|30|0.0|432.0
10398|55|19961230|SAVEA|6|25|89.16|19.2|120|0.1|2304.0
10399|68|19961231|VAFFE|3|8|27.36|10.0|60|0.0|600.0
10399|71|19961231|VAFFE|4|15|27.36|17.2|30|0.0|516.0
10399|76|19961231|VAFFE|1|23|27.36|14.4|35|0.0|504.0
10399|77|19961231|VAFFE|2|12|27.36|10.4|14|0.0|145.6
10400|29|19970101|EASTC|6|12|83.93|99.0|21|0.0|2079.0
10400|35|19970101|EASTC|1|16|83.93|14.4|35|0.0|504.0
10400|49|19970101|EASTC|3|23|83.93|16.0|30|0.0|480.0
10401|30|19970101|RATTC|8|13|12.51|20.7|18|0.0|372.59999999999997
10401|56|19970101|RATTC|5|26|12.51|30.4|70|0.0|2128.0
10401|65|19970101|RATTC|2|2|12.51|16.8|20|0.0|336.0
10401|71|19970101|RATTC|4|15|12.51|17.2|60|0.0|1032.0
10402|23|19970102|ERNSH|5|9|67.88|7.2|60|0.0|432.0
10402|63|19970102|ERNSH|2|7|67.88|35.1|65|0.0|2281.5
10403|16|19970103|ERNSH|3|7|73.79|13.9|21|0.15|291.90000000000003
10403|48|19970103|ERNSH|3|22|73.79|10.2|70|0.15|714.0
10404|26|19970103|MAGAA|3|11|155.97|24.9|30|0.05|747.0
10404|42|19970103|MAGAA|5|20|155.97|11.2|40|0.05|448.0
10404|49|19970103|MAGAA|3|23|155.97|16.0|30|0.05|480.0
10405|3|19970106|LINOD|2|1|34.82|8.0|50|0.0|400.0
10406|1|19970107|QUEEN|1|8|108.04|14.4|10|0.0|144.0
10406|21|19970107|QUEEN|3|8|108.04|8.0|30|0.1|240.0
10406|28|19970107|QUEEN|7|12|108.04|36.4|42|0.1|1528.8
10406|36|19970107|QUEEN|8|17|108.04|15.2|5|0.1|76.0
10406|40|19970107|QUEEN|8|19|108.04|14.7|2|0.1|29.4
10407|11|19970107|OTTIK|4|5|91.48|16.8|30|0.0|504.0
10407|69|19970107|OTTIK|4|15|91.48|28.8|15|0.0|432.0
10407|71|19970107|OTTIK|4|15|91.48|17.2|15|0.0|258.0
10408|37|19970108|FOLIG|8|17|11.26|20.8|10|0.0|208.0
10408|54|19970108|FOLIG|6|25|11.26|5.9|6|0.0|35.400000000000006
10408|62|19970108|FOLIG|3|29|11.26|39.4|35|0.0|1379.0
10409|14|19970109|OCEAN|7|6|29.83|18.6|12|0.0|223.20000000000002
10409|21|19970109|OCEAN|3|8|29.83|8.0|12|0.0|96.0
10410|33|19970110|BOTTM|4|15|2.4|2.0|49|0.0|98.0
10410|59|19970110|BOTTM|4|28|2.4|44.0|16|0.0|704.0
10411|41|19970110|BOTTM|8|19|23.65|7.7|25|0.2|192.5
10411|44|19970110|BOTTM|2|20|23.65|15.5|40|0.2|620.0
10411|59|19970110|BOTTM|4|28|23.65|44.0|9|0.2|396.0
10412|14|19970113|WARTH|7|6|3.77|18.6|20|0.1|372.0
10413|1|19970114|LAMAI|1|8|95.66|14.4|24|0.0|345.6
10413|62|19970114|LAMAI|3|29|95.66|39.4|40|0.0|1576.0
10413|76|19970114|LAMAI|1|23|95.66|14.4|14|0.0|201.6
10414|19|19970114|FAMIA|3|8|21.48|7.3|18|0.05|131.4
10414|33|19970114|FAMIA|4|15|21.48|2.0|50|0.0|100.0
10415|17|19970115|HUNGC|6|7|0.2|31.2|2|0.0|62.4
10415|33|19970115|HUNGC|4|15|0.2|2.0|20|0.0|40.0
10416|19|19970116|WARTH|3|8|22.72|7.3|20|0.0|146.0
10416|53|19970116|WARTH|6|24|22.72|26.2|10|0.0|262.0
10416|57|19970116|WARTH|5|26|22.72|15.6|20|0.0|312.0
10417|38|19970116|SIMOB|1|18|70.29|210.8|50|0.0|10540.0
10417|46|19970116|SIMOB|8|21|70.29|9.6|2|0.25|19.2
10417|68|19970116|SIMOB|3|8|70.29|10.0|36|0.25|360.0
10417|77|19970116|SIMOB|2|12|70.29|10.4|35|0.0|364.0
10418|2|19970117|QUICK|1|1|17.55|15.2|60|0.0|912.0
10418|47|19970117|QUICK|3|22|17.55|7.6|55|0.0|418.0
10418|61|19970117|QUICK|2|29|17.55|22.8|16|0.0|364.8
10418|74|19970117|QUICK|7|4|17.55|8.0|15|0.0|120.0
10419|60|19970120|RICSU|4|28|137.35|27.2|60|0.05|1632.0
10419|69|19970120|RICSU|4|15|137.35|28.8|20|0.05|576.0
10420|9|19970121|WELLI|6|4|44.12|77.6|20|0.1|1552.0
10420|13|19970121|WELLI|8|6|44.12|4.8|2|0.1|9.6
10420|70|19970121|WELLI|1|7|44.12|12.0|8|0.1|96.0
10420|73|19970121|WELLI|8|17|44.12|12.0|20|0.1|240.0
10421|19|19970121|QUEDE|3|8|99.23|7.3|4|0.15|29.2
10421|26|19970121|QUEDE|3|11|99.23|24.9|30|0.0|747.0
10421|53|19970121|QUEDE|6|24|99.23|26.2|15|0.15|393.0
10421|77|19970121|QUEDE|2|12|99.23|10.4|10|0.15|104.0
10422|26|19970122|FRANS|3|11|3.02|24.9|2|0.0|49.8
10423|31|19970123|GOURL|4|14|24.5|10.0|14|0.0|140.0
10423|59|19970123|GOURL|4|28|24.5|44.0|20|0.0|880.0
10424|35|19970123|MEREP|1|16|370.61|14.4|60|0.2|864.0
10424|38|19970123|MEREP|1|18|370.61|210.8|49|0.2|10329.2
10424|68|19970123|MEREP|3|8|370.61|10.0|30|0.2|300.0
10425|55|19970124|LAMAI|6|25|7.93|19.2|10|0.25|192.0
10425|76|19970124|LAMAI|1|23|7.93|14.4|20|0.25|288.0
10426|56|19970127|GALED|5|26|18.69|30.4|5|0.0|152.0
10426|64|19970127|GALED|5|12|18.69|26.6|7|0.0|186.20000000000002
10427|14|19970127|PICCO|7|6|31.29|18.6|35|0.0|651.0
10428|46|19970128|REGGC|8|21|11.09|9.6|20|0.0|192.0
10429|50|19970129|HUNGO|3|23|56.63|13.0|40|0.0|520.0
10429|63|19970129|HUNGO|2|7|56.63|35.1|35|0.25|1228.5
10430|17|19970130|ERNSH|6|7|458.78|31.2|45|0.2|1404.0
10430|21|19970130|ERNSH|3|8|458.78|8.0|50|0.0|400.0
10430|56|19970130|ERNSH|5|26|458.78|30.4|30|0.0|912.0
10430|59|19970130|ERNSH|4|28|458.78|44.0|70|0.2|3080.0
10431|17|19970130|BOTTM|6|7|44.17|31.2|50|0.25|1560.0
10431|40|19970130|BOTTM|8|19|44.17|14.7|50|0.25|735.0
10431|47|19970130|BOTTM|3|22|44.17|7.6|30|0.25|228.0
10432|26|19970131|SPLIR|3|11|4.34|24.9|10|0.0|249.0
10432|54|19970131|SPLIR|6|25|4.34|5.9|40|0.0|236.0
10433|56|19970203|PRINI|5|26|73.83|30.4|28|0.0|851.1999999999999
10434|11|19970203|FOLKO|4|5|17.92|16.8|6|0.0|100.80000000000001
10434|76|19970203|FOLKO|1|23|17.92|14.4|18|0.15|259.2
10435|2|19970204|CONSH|1|1|9.21|15.2|10|0.0|152.0
10435|22|19970204|CONSH|5|9|9.21|16.8|12|0.0|201.60000000000002
10435|72|19970204|CONSH|4|14|9.21|27.8|10|0.0|278.0
10436|46|19970205|BLONP|8|21|156.66|9.6|5|0.0|48.0
10436|56|19970205|BLONP|5|26|156.66|30.4|40|0.1|1216.0
10436|64|19970205|BLONP|5|12|156.66|26.6|30|0.1|798.0
10436|75|19970205|BLONP|1|12|156.66|6.2|24|0.1|148.8
10437|53|19970205|WARTH|6|24|19.97|26.2|15|0.0|393.0
10438|19|19970206|TOMSP|3|8|8.24|7.3|15|0.2|109.5
10438|34|19970206|TOMSP|1|16|8.24|11.2|20|0.2|224.0
10438|57|19970206|TOMSP|5|26|8.24|15.6|15|0.2|234.0
10439|12|19970207|MEREP|4|5|4.07|30.4|15|0.0|456.0
10439|16|19970207|MEREP|3|7|4.07|13.9|16|0.0|222.4
10439|64|19970207|MEREP|5|12|4.07|26.6|6|0.0|159.60000000000002
10439|74|19970207|MEREP|7|4|4.07|8.0|30|0.0|240.0
10440|2|19970210|SAVEA|1|1|86.53|15.2|45|0.15|684.0
10440|16|19970210|SAVEA|3|7|86.53|13.9|49|0.15|681.1
10440|29|19970210|SAVEA|6|12|86.53|99.0|24|0.15|2376.0
10440|61|19970210|SAVEA|2|29|86.53|22.8|90|0.15|2052.0
10441|27|19970210|OLDWO|3|11|73.02|35.1|50|0.0|1755.0
10442|11|19970211|ERNSH|4|5|47.94|16.8|30|0.0|504.0
10442|54|19970211|ERNSH|6|25|47.94|5.9|80|0.0|472.0
10442|66|19970211|ERNSH|2|2|47.94|13.6|60|0.0|816.0
10443|11|19970212|REGGC|4|5|13.95|16.8|6|0.2|100.80000000000001
10443|28|19970212|REGGC|7|12|13.95|36.4|12|0.0|436.79999999999995
10444|17|19970212|BERGS|6|7|3.5|31.2|10|0.0|312.0
10444|26|19970212|BERGS|3|11|3.5|24.9|15|0.0|373.5
10444|35|19970212|BERGS|1|16|3.5|14.4|8|0.0|115.2
10444|41|19970212|BERGS|8|19|3.5|7.7|30|0.0|231.0
10445|39|19970213|BERGS|1|18|9.3|14.4|6|0.0|86.4
10445|54|19970213|BERGS|6|25|9.3|5.9|15|0.0|88.5
10446|19|19970214|TOMSP|3|8|14.68|7.3|12|0.1|87.6
10446|24|19970214|TOMSP|1|10|14.68|3.6|20|0.1|72.0
10446|31|19970214|TOMSP|4|14|14.68|10.0|3|0.1|30.0
10446|52|19970214|TOMSP|5|24|14.68|5.6|15|0.1|84.0
10447|19|19970214|RICAR|3|8|68.66|7.3|40|0.0|292.0
10447|65|19970214|RICAR|2|2|68.66|16.8|35|0.0|588.0
10447|71|19970214|RICAR|4|15|68.66|17.2|2|0.0|34.4
10448|26|19970217|RANCH|3|11|38.82|24.9|6|0.0|149.39999999999998
10448|40|19970217|RANCH|8|19|38.82|14.7|20|0.0|294.0
10449|10|19970218|BLONP|8|4|53.3|24.8|14|0.0|347.2
10449|52|19970218|BLONP|5|24|53.3|5.6|20|0.0|112.0
10449|62|19970218|BLONP|3|29|53.3|39.4|35|0.0|1379.0
10450|10|19970219|VICTE|8|4|7.23|24.8|20|0.2|496.0
10450|54|19970219|VICTE|6|25|7.23|5.9|6|0.2|35.400000000000006
10451|55|19970219|QUICK|6|25|189.09|19.2|120|0.1|2304.0
10451|64|19970219|QUICK|5|12|189.09|26.6|35|0.1|931.0
10451|65|19970219|QUICK|2|2|189.09|16.8|28|0.1|470.40000000000003
10451|77|19970219|QUICK|2|12|189.09|10.4|55|0.1|572.0
10452|28|19970220|SAVEA|7|12|140.26|36.4|15|0.0|546.0
10452|44|19970220|SAVEA|2|20|140.26|15.5|100|0.05|1550.0
10453|48|19970221|AROUT|3|22|25.36|10.2|15|0.1|153.0
10453|70|19970221|AROUT|1|7|25.36|12.0|25|0.1|300.0
10454|16|19970221|LAMAI|3|7|2.74|13.9|20|0.2|278.0
10454|33|19970221|LAMAI|4|15|2.74|2.0|20|0.2|40.0
10454|46|19970221|LAMAI|8|21|2.74|9.6|10|0.2|96.0
10455|39|19970224|WARTH|1|18|180.45|14.4|20|0.0|288.0
10455|53|19970224|WARTH|6|24|180.45|26.2|50|0.0|1310.0
10455|61|19970224|WARTH|2|29|180.45|22.8|25|0.0|570.0
10455|71|19970224|WARTH|4|15|180.45|17.2|30|0.0|516.0
10456|21|19970225|KOENE|3|8|8.12|8.0|40|0.15|320.0
10456|49|19970225|KOENE|3|23|8.12|16.0|21|0.15|336.0
10457|59|19970225|KOENE|4|28|11.57|44.0|36|0.0|1584.0
10458|26|19970226|SUPRD|3|11|147.06|24.9|30|0.0|747.0
10458|28|19970226|SUPRD|7|12|147.06|36.4|30|0.0|1092.0
10458|43|19970226|SUPRD|1|20|147.06|36.8|20|0.0|736.0
10458|56|19970226|SUPRD|5|26|147.06|30.4|15|0.0|456.0
10458|71|19970226|SUPRD|4|15|147.06|17.2|50|0.0|860.0
10459|7|19970227|VICTE|7|3|25.09|24.0|16|0.05|384.0
10459|46|19970227|VICTE|8|21|25.09|9.6|20|0.05|192.0
10459|72|19970227|VICTE|4|14|25.09|27.8|40|0.0|1112.0
10460|68|19970228|FOLKO|3|8|16.27|10.0|21|0.25|210.0
10460|75|19970228|FOLKO|1|12|16.27|6.2|4|0.25|24.8
10461|21|19970228|LILAS|3|8|148.61|8.0|40|0.25|320.0
10461|30|19970228|LILAS|8|13|148.61|20.7|28|0.25|579.6
10461|55|19970228|LILAS|6|25|148.61|19.2|60|0.25|1152.0
10462|13|19970303|CONSH|8|6|6.17|4.8|1|0.0|4.8
10462|23|19970303|CONSH|5|9|6.17|7.2|21|0.0|151.20000000000002
10463|19|19970304|SUPRD|3|8|14.78|7.3|21|0.0|153.29999999999998
10463|42|19970304|SUPRD|5|20|14.78|11.2|50|0.0|560.0
10464|4|19970304|FURIB|2|2|89.0|17.6|16|0.2|281.6
10464|43|19970304|FURIB|1|20|89.0|36.8|3|0.0|110.39999999999999
10464|56|19970304|FURIB|5|26|89.0|30.4|30|0.2|912.0
10464|60|19970304|FURIB|4|28|89.0|27.2|20|0.0|544.0
10465|24|19970305|VAFFE|1|10|145.04|3.6|25|0.0|90.0
10465|29|19970305|VAFFE|6|12|145.04|99.0|18|0.1|1782.0
10465|40|19970305|VAFFE|8|19|145.04|14.7|20|0.0|294.0
10465|45|19970305|VAFFE|8|21|145.04|7.6|30|0.1|228.0
10465|50|19970305|VAFFE|3|23|145.04|13.0|25|0.0|325.0
10466|11|19970306|COMMI|4|5|11.93|16.8|10|0.0|168.0
10466|46|19970306|COMMI|8|21|11.93|9.6|5|0.0|48.0
10467|24|19970306|MAGAA|1|10|4.93|3.6|28|0.0|100.8
10467|25|19970306|MAGAA|3|11|4.93|11.2|12|0.0|134.39999999999998
10468|30|19970307|KOENE|8|13|44.12|20.7|8|0.0|165.6
10468|43|19970307|KOENE|1|20|44.12|36.8|15|0.0|552.0
10469|2|19970310|WHITC|1|1|60.18|15.2|40|0.15|608.0
10469|16|19970310|WHITC|3|7|60.18|13.9|35|0.15|486.5
10469|44|19970310|WHITC|2|20|60.18|15.5|2|0.15|31.0
10470|18|19970311|BONAP|8|7|64.56|50.0|30|0.0|1500.0
10470|23|19970311|BONAP|5|9|64.56|7.2|15|0.0|108.0
10470|64|19970311|BONAP|5|12|64.56|26.6|8|0.0|212.8
10471|7|19970311|BSBEV|7|3|45.59|24.0|30|0.0|720.0
10471|56|19970311|BSBEV|5|26|45.59|30.4|20|0.0|608.0
10472|24|19970312|SEVES|1|10|4.2|3.6|80|0.05|288.0
10472|51|19970312|SEVES|7|24|4.2|42.4|18|0.0|763.1999999999999
10473|33|19970313|ISLAT|4|15|16.37|2.0|12|0.0|24.0
10473|71|19970313|ISLAT|4|15|16.37|17.2|12|0.0|206.39999999999998
10474|14|19970313|PERIC|7|6|83.49|18.6|12|0.0|223.20000000000002
10474|28|19970313|PERIC|7|12|83.49|36.4|18|0.0|655.1999999999999
10474|40|19970313|PERIC|8|19|83.49|14.7|21|0.0|308.7
10474|75|19970313|PERIC|1|12|83.49|6.2|10|0.0|62.0
10475|31|19970314|SUPRD|4|14|68.52|10.0|35|0.15|350.0
10475|66|19970314|SUPRD|2|2|68.52|13.6|60|0.15|816.0
10475|76|19970314|SUPRD|1|23|68.52|14.4|42|0.15|604.8000000000001
10476|55|19970317|HILAA|6|25|4.41|19.2|2|0.05|38.4
10476|70|19970317|HILAA|1|7|4.41|12.0|12|0.0|144.0
10477|1|19970317|PRINI|1|8|13.02|14.4|15|0.0|216.0
10477|21|19970317|PRINI|3|8|13.02|8.0|21|0.25|168.0
10477|39|19970317|PRINI|1|18|13.02|14.4|20|0.25|288.0
10478|10|19970318|VICTE|8|4|4.81|24.8|20|0.05|496.0
10479|38|19970319|RATTC|1|18|708.95|210.8|30|0.0|6324.0
10479|53|19970319|RATTC|6|24|708.95|26.2|28|0.0|733.6
10479|59|19970319|RATTC|4|28|708.95|44.0|60|0.0|2640.0
10479|64|19970319|RATTC|5|12|708.95|26.6|30|0.0|798.0
10480|47|19970320|FOLIG|3|22|1.35|7.6|30|0.0|228.0
10480|59|19970320|FOLIG|4|28|1.35|44.0|12|0.0|528.0
10481|49|19970320|RICAR|3|23|64.33|16.0|24|0.0|384.0
10481|60|19970320|RICAR|4|28|64.33|27.2|40|0.0|1088.0
10482|40|19970321|LAZYK|8|19|7.48|14.7|10|0.0|147.0
10483|34|19970324|WHITC|1|16|15.28|11.2|35|0.05|392.0
10483|77|19970324|WHITC|2|12|15.28|10.4|30|0.05|312.0
10484|21|19970324|BSBEV|3|8|6.88|8.0|14|0.0|112.0
10484|40|19970324|BSBEV|8|19|6.88|14.7|10|0.0|147.0
10484|51|19970324|BSBEV|7|24|6.88|42.4|3|0.0|127.19999999999999
10485|2|19970325|LINOD|1|1|64.45|15.2|20|0.1|304.0
10485|3|19970325|LINOD|2|1|64.45|8.0|20|0.1|160.0
10485|55|19970325|LINOD|6|25|64.45|19.2|30|0.1|576.0
10485|70|19970325|LINOD|1|7|64.45|12.0|60|0.1|720.0
10486|11|19970326|HILAA|4|5|30.53|16.8|5|0.0|84.0
10486|51|19970326|HILAA|7|24|30.53|42.4|25|0.0|1060.0
10486|74|19970326|HILAA|7|4|30.53|8.0|16|0.0|128.0
10487|19|19970326|QUEEN|3|8|71.07|7.3|5|0.0|36.5
10487|26|19970326|QUEEN|3|11|71.07|24.9|30|0.0|747.0
10487|54|19970326|QUEEN|6|25|71.07|5.9|24|0.25|141.60000000000002
10488|59|19970327|FRANK|4|28|4.93|44.0|30|0.0|1320.0
10488|73|19970327|FRANK|8|17|4.93|12.0|20|0.2|240.0
10489|11|19970328|PICCO|4|5|5.29|16.8|15|0.25|252.0
10489|16|19970328|PICCO|3|7|5.29|13.9|18|0.0|250.20000000000002
10490|59|19970331|HILAA|4|28|210.19|44.0|60|0.0|2640.0
10490|68|19970331|HILAA|3|8|210.19|10.0|30|0.0|300.0
10490|75|19970331|HILAA|1|12|210.19|6.2|36|0.0|223.20000000000002
10491|44|19970331|FURIB|2|20|16.96|15.5|15|0.15|232.5
10491|77|19970331|FURIB|2|12|16.96|10.4|7|0.15|72.8
10492|25|19970401|BOTTM|3|11|62.89|11.2|60|0.05|672.0
10492|42|19970401|BOTTM|5|20|62.89|11.2|20|0.05|224.0
10493|65|19970402|LAMAI|2|2|10.64|16.8|15|0.1|252.0
10493|66|19970402|LAMAI|2|2|10.64|13.6|10|0.1|136.0
10493|69|19970402|LAMAI|4|15|10.64|28.8|10|0.1|288.0
10494|56|19970402|COMMI|5|26|65.99|30.4|30|0.0|912.0
10495|23|19970403|LAUGB|5|9|4.65|7.2|10|0.0|72.0
10495|41|19970403|LAUGB|8|19|4.65|7.7|20|0.0|154.0
10495|77|19970403|LAUGB|2|12|4.65|10.4|5|0.0|52.0
10496|31|19970404|TRADH|4|14|46.77|10.0|20|0.05|200.0
10497|56|19970404|LEHMS|5|26|36.21|30.4|14|0.0|425.59999999999997
10497|72|19970404|LEHMS|4|14|36.21|27.8|25|0.0|695.0
10497|77|19970404|LEHMS|2|12|36.21|10.4|25|0.0|260.0
10498|24|19970407|HILAA|1|10|29.75|4.5|14|0.0|63.0
10498|40|19970407|HILAA|8|19|29.75|18.4|5|0.0|92.0
10498|42|19970407|HILAA|5|20|29.75|14.0|30|0.0|420.0
10499|28|19970408|LILAS|7|12|102.02|45.6|20|0.0|912.0
10499|49|19970408|LILAS|3|23|102.02|20.0|25|0.0|500.0
10500|15|19970409|LAMAI|2|6|42.68|15.5|12|0.05|186.0
10500|28|19970409|LAMAI|7|12|42.68|45.6|8|0.05|364.8
10501|54|19970409|BLAUS|6|25|8.85|7.45|20|0.0|149.0
10502|45|19970410|PERIC|8|21|69.32|9.5|21|0.0|199.5
10502|53|19970410|PERIC|6|24|69.32|32.8|6|0.0|196.79999999999998
10502|67|19970410|PERIC|1|16|69.32|14.0|30|0.0|420.0
10503|14|19970411|HUNGO|7|6|16.74|23.25|70|0.0|1627.5
10503|65|19970411|HUNGO|2|2|16.74|21.05|20|0.0|421.0
10504|2|19970411|WHITC|1|1|59.13|19.0|12|0.0|228.0
10504|21|19970411|WHITC|3|8|59.13|10.0|12|0.0|120.0
10504|53|19970411|WHITC|6|24|59.13|32.8|10|0.0|328.0
10504|61|19970411|WHITC|2|29|59.13|28.5|25|0.0|712.5
10505|62|19970414|MEREP|3|29|7.13|49.3|3|0.0|147.89999999999998
10506|25|19970415|KOENE|3|11|21.19|14.0|18|0.1|252.0
10506|70|19970415|KOENE|1|7|21.19|15.0|14|0.1|210.0
10507|43|19970415|ANTON|1|20|47.45|46.0|15|0.15|690.0
10507|48|19970415|ANTON|3|22|47.45|12.75|15|0.15|191.25
10508|13|19970416|OTTIK|8|6|4.99|6.0|10|0.0|60.0
10508|39|19970416|OTTIK|1|18|4.99|18.0|10|0.0|180.0
10509|28|19970417|BLAUS|7|12|0.15|45.6|3|0.0|136.8
10510|29|19970418|SAVEA|6|12|367.63|123.79|36|0.0|4456.4400000000005
10510|75|19970418|SAVEA|1|12|367.63|7.75|36|0.1|279.0
10511|4|19970418|BONAP|2|2|350.64|22.0|50|0.15|1100.0
10511|7|19970418|BONAP|7|3|350.64|30.0|50|0.15|1500.0
10511|8|19970418|BONAP|2|3|350.64|40.0|10|0.15|400.0
10512|24|19970421|FAMIA|1|10|3.53|4.5|10|0.15|45.0
10512|46|19970421|FAMIA|8|21|3.53|12.0|9|0.15|108.0
10512|47|19970421|FAMIA|3|22|3.53|9.5|6|0.15|57.0
10512|60|19970421|FAMIA|4|28|3.53|34.0|12|0.15|408.0
10513|21|19970422|WANDK|3|8|105.65|10.0|40|0.2|400.0
10513|32|19970422|WANDK|4|14|105.65|32.0|50|0.2|1600.0
10513|61|19970422|WANDK|2|29|105.65|28.5|15|0.2|427.5
10514|20|19970422|ERNSH|3|8|789.95|81.0|39|0.0|3159.0
10514|28|19970422|ERNSH|7|12|789.95|45.6|35|0.0|1596.0
10514|56|19970422|ERNSH|5|26|789.95|38.0|70|0.0|2660.0
10514|65|19970422|ERNSH|2|2|789.95|21.05|39|0.0|820.95
10514|75|19970422|ERNSH|1|12|789.95|7.75|50|0.0|387.5
10515|9|19970423|QUICK|6|4|204.47|97.0|16|0.15|1552.0
10515|16|19970423|QUICK|3|7|204.47|17.45|50|0.0|872.5
10515|27|19970423|QUICK|3|11|204.47|43.9|120|0.0|5268.0
10515|33|19970423|QUICK|4|15|204.47|2.5|16|0.15|40.0
10515|60|19970423|QUICK|4|28|204.47|34.0|84|0.15|2856.0
10516|18|19970424|HUNGO|8|7|62.78|62.5|25|0.1|1562.5
10516|41|19970424|HUNGO|8|19|62.78|9.65|80|0.1|772.0
10516|42|19970424|HUNGO|5|20|62.78|14.0|20|0.0|280.0
10517|52|19970424|NORTS|5|24|32.07|7.0|6|0.0|42.0
10517|59|19970424|NORTS|4|28|32.07|55.0|4|0.0|220.0
10517|70|19970424|NORTS|1|7|32.07|15.0|6|0.0|90.0
10518|24|19970425|TORTU|1|10|218.15|4.5|5|0.0|22.5
10518|38|19970425|TORTU|1|18|218.15|263.5|15|0.0|3952.5
10518|44|19970425|TORTU|2|20|218.15|19.45|9|0.0|175.04999999999998
10519|10|19970428|CHOPS|8|4|91.76|31.0|16|0.05|496.0
10519|56|19970428|CHOPS|5|26|91.76|38.0|40|0.0|1520.0
10519|60|19970428|CHOPS|4|28|91.76|34.0|10|0.05|340.0
10520|24|19970429|SANTG|1|10|13.37|4.5|8|0.0|36.0
10520|53|19970429|SANTG|6|24|13.37|32.8|5|0.0|164.0
10521|35|19970429|CACTU|1|16|17.22|18.0|3|0.0|54.0
10521|41|19970429|CACTU|8|19|17.22|9.65|10|0.0|96.5
10521|68|19970429|CACTU|3|8|17.22|12.5|6|0.0|75.0
10522|1|19970430|LEHMS|1|8|45.33|18.0|40|0.2|720.0
10522|8|19970430|LEHMS|2|3|45.33|40.0|24|0.0|960.0
10522|30|19970430|LEHMS|8|13|45.33|25.89|20|0.2|517.8
10522|40|19970430|LEHMS|8|19|45.33|18.4|25|0.2|459.99999999999994
10523|17|19970501|SEVES|6|7|77.63|39.0|25|0.1|975.0
10523|20|19970501|SEVES|3|8|77.63|81.0|15|0.1|1215.0
10523|37|19970501|SEVES|8|17|77.63|26.0|18|0.1|468.0
10523|41|19970501|SEVES|8|19|77.63|9.65|6|0.1|57.900000000000006
10524|10|19970501|BERGS|8|4|244.79|31.0|2|0.0|62.0
10524|30|19970501|BERGS|8|13|244.79|25.89|10|0.0|258.9
10524|43|19970501|BERGS|1|20|244.79|46.0|60|0.0|2760.0
10524|54|19970501|BERGS|6|25|244.79|7.45|15|0.0|111.75
10525|36|19970502|BONAP|8|17|11.06|19.0|30|0.0|570.0
10525|40|19970502|BONAP|8|19|11.06|18.4|15|0.1|276.0
10526|1|19970505|WARTH|1|8|58.59|18.0|8|0.15|144.0
10526|13|19970505|WARTH|8|6|58.59|6.0|10|0.0|60.0
10526|56|19970505|WARTH|5|26|58.59|38.0|30|0.15|1140.0
10527|4|19970505|QUICK|2|2|41.9|22.0|50|0.1|1100.0
10527|36|19970505|QUICK|8|17|41.9|19.0|30|0.1|570.0
10528|11|19970506|GREAL|4|5|3.35|21.0|3|0.0|63.0
10528|33|19970506|GREAL|4|15|3.35|2.5|8|0.2|20.0
10528|72|19970506|GREAL|4|14|3.35|34.8|9|0.0|313.2
10529|55|19970507|MAISD|6|25|66.69|24.0|14|0.0|336.0
10529|68|19970507|MAISD|3|8|66.69|12.5|20|0.0|250.0
10529|69|19970507|MAISD|4|15|66.69|36.0|10|0.0|360.0
10530|17|19970508|PICCO|6|7|339.22|39.0|40|0.0|1560.0
10530|43|19970508|PICCO|1|20|339.22|46.0|25|0.0|1150.0
10530|61|19970508|PICCO|2|29|339.22|28.5|20|0.0|570.0
10530|76|19970508|PICCO|1|23|339.22|18.0|50|0.0|900.0
10531|59|19970508|OCEAN|4|28|8.12|55.0|2|0.0|110.0
